district,ward,village,latitude,langitude,year,hh_served,functional_stat,pump_type,outlet,soak_away_pit,protecte,date_of_last_visit,vpm_visits_yearly,bh_committe,seasonality,aquifer_yield,bh_depth,palatabilit,total_dissolved_solids
Chipinge,22,Chiso A,-20.5921296,32.3230194,1980,0,Non-Functional,Bush Pump Type B,1,False,No,2022-09-07,2,Non-existent,Perennial,14.0,46,False,686
Makoni,10,28 Nemaire,-18.3129341,32.3498253,1993,10,Fully Functional,Bush Pump Type A,1,False,Yes,2022-01-12,2,Functional,Perennial,44.0,53,False,767
Mutare,29,Kurauone,-19.5596448,32.3904963,1987,30,Non-Functional,Bush Pump Type B,1,False,Yes,2022-05-11,2,Non-existent,Seasonal,0.851721355,112,True,289
Mutare,3,Leekuil,-18.8763714,32.2862,1990,14,Fully Functional,Bush Pump Type B,1,False,No,2022-09-27,1,Non-existent,Perennial,46.0,39,True,206
Nyanga,16,18,-18.1255834,32.5292663,2021,17,Non-Functional,Bush Pump Type B,1,False,Yes,2023-03-16,3,Functional,Perennial,12.0,27,True,541
Chimanimani,3,Chitimani,-19.5878994,32.5421389,1990,40,Fully Functional,Bush Pump Type B,1,False,Yes,2022-04-30,2,Functional,Perennial,37.0,26,True,77
Buhera,23,Mashangana,-19.498838,32.015533,1988,65,Non-Functional,Bush Pump Type B,1,False,Yes,2023-04-25,3,Non-functional,Perennial,13.0,82,False,614
Mutare,3,Whitgift,-18.8840466,32.2530133,1988,20,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-08,4,Functional,Perennial,6.0,93,True,321
Chimanimani,3,Chitimani,-19.5948818,32.532636,1986,25,Fully Functional,Bush Pump Type B,9,False,Yes,2023-01-09,4,Functional,Perennial,47.0,98,True,253
Buhera,25,Mawoyo,-19.6460796,32.0271697,1985,15,Fully Functional,Bush Pump Type A,1,False,Yes,2023-01-19,5,Functional,Perennial,0.594200458,97,True,495
Makoni,10,Village 56 Nemaire,-18.3145089,32.4264532,1992,0,Non-Functional,Bush Pump Type A,1,False,Yes,2022-12-19,1,Functional,Perennial,45.0,83,True,556
Nyanga,24,Maereka,-18.3580711,32.5612313,1989,6,Partially Functional,Bush Pump Type B,1,False,No,2022-03-05,2,Non-Functional,Seasonal,0.549920091,49,False,687
Chimanimani,10,Kwaedza,-19.7001961,32.9208089,1985,20,Fully Functional,Bush Pump Type B,1,False,Yes,2022-03-31,1,Non-existent,Perennial,0.202597111,56,False,707
Chimanimani,3,Jings,-19.610164,32.5006739,1986,34,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-24,4,Functional,Perennial,34.0,82,True,382
Makoni,35,21,-17.8550118,32.2265769,1985,46,Partially Functional,Bush Pump Type A,1,False,No,2023-02-27,6,Functional,Perennial,0.826232632,42,False,757
Makoni,5,Tendai,-18.0410454,32.1590402,2002,32,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-04,6,Functional,Perennial,0.986046348,75,True,569
Makoni,10,Village 39,-18.3787085,32.2821402,1998,0,Non-Functional,Bush Pump Type A,1,True,Yes,2022-09-16,1,Non-existent,Perennial,45.0,83,True,183
Mutare,4,Chipango,-19.1521914,32.2557856,1988,34,Fully Functional,Bush Pump Type B,1,False,No,2023-03-01,4,Functional,Perennial,33.0,108,False,985
Chipinge,4,Marwendo,-20.1724,32.4487023,1986,24,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-02,3,Functional,Perennial,30.0,84,True,359
Mutare,29,Kurauone,-19.5595165,32.3814404,1995,40,Non-Functional,Bush Pump Type A,1,False,No,2022-11-27,1,Non-existent,Perennial,9.0,66,True,543
Buhera,22,Gwazvo,-19.501981,31.9914881,2015,57,Fully Functional,Bush Pump Type B,1,False,Yes,2022-09-03,2,Functional,Perennial,18.0,97,False,738
Buhera,11,Rukweza,-19.2424838,31.8726952,2012,23,Fully Functional,Bush Pump Type B,1,False,No,2022-07-15,2,Functional,Perennial,34.0,98,True,36
Chipinge,29,Masireni,-20.1174181,32.1770787,2015,11,Partially Functional,Bush Pump Type B,1,False,Yes,2023-02-14,4,Functional,Seasonal,16.0,77,True,165
Chimanimani,3,Chitimani,-19.5760704,32.5495653,2010,36,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-23,4,Functional,Perennial,25.0,59,True,117
Makoni,16,Sirewu,-18.6830274,32.0186133,2013,38,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-07,3,Functional,Perennial,46.0,91,True,360
Mutare,28,Matiza,-19.4550075,32.4349467,1980,48,Fully Functional,Bush Pump Type B,1,False,Yes,2022-11-20,2,Functional,Perennial,46.0,47,True,133
Chipinge,29,Masireni,-20.1913875,32.1671428,1993,17,Partially Functional,Bush Pump Type B,1,True,Yes,2022-07-26,2,Functional,Perennial,39.0,34,True,384
Buhera,8,Shonhiwa,-19.0509817,31.6014717,1987,10,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-09,5,Functional,Perennial,47.0,84,True,95
Mutare,5,Ziera,-19.1188222,32.4755674,1990,29,Fully Functional,Bush Pump Type B,1,False,Yes,2022-04-17,2,Functional,Perennial,21.0,92,True,463
Nyanga,16,18,-18.1176821,32.4903975,2021,13,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-24,5,Functional,Perennial,7.0,21,True,483
Makoni,26,Magondo,-18.713561,32.1012124,1990,51,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-03,3,Functional,Perennial,44.0,75,False,871
Chimanimani,3,Chitimani,-19.5886272,32.5501525,1988,18,Fully Functional,Bush Pump Type B,1,False,Yes,2022-03-15,1,Non-Functional,Perennial,38.0,66,True,458
Buhera,18,Vengai,-19.3280753,31.9621307,1988,15,Partially Functional,Bush Pump Type B,1,True,Yes,2023-02-04,3,Functional,Seasonal,0.285258891,56,True,176
Buhera,11,Chikuwe,-19.181823,31.9034345,1989,36,Non-Functional,Bush Pump Type B,1,False,No,2022-12-15,1,Functional,Perennial,7.0,53,True,291
Makoni,27,Tazviguta,-18.8177668,32.0690548,1989,0,Non-Functional,Bush Pump Type A,1,False,Yes,2022-07-17,1,Non-functional,Perennial,0.284944878,106,False,917
Buhera,24,Muzokomba,-19.5804712,31.1606864,1986,14,Fully Functional,Bush Pump Type B,1,False,Yes,2022-10-18,2,Functional,Seasonal,0.192505907,100,True,260
Mutare,13,Mujaji Village,-19.1538641,32.5023365,1995,8,Partially Functional,Bush Pump Type B,1,True,Yes,2023-03-23,3,Non-Functional,Perennial,14.0,96,True,493
Buhera,11,Majere,-19.1961109,31.8963509,2015,34,Non-Functional,Bush Pump Type B,1,False,No,2022-03-11,1,Functional,Perennial,41.0,62,True,115
Mutare,15,Chiwandamudanda,-19.1775183,32.642975,2012,24,Non-Functional,Bush Pump Type B,1,False,No,2022-08-16,1,Functional,Perennial,28.0,96,True,285
Makoni,25,Munyanyi,-18.7383168,31.9279201,2015,45,Non-Functional,Bush Pump Type A,1,False,Yes,2022-11-30,1,Non-existent,Perennial,27.0,91,False,958
Chipinge,23,Mapundu,-20.6291902,32.3977507,2010,0,Non-Functional,Bush Pump Type B,1,False,No,2022-07-29,2,Functional,Perennial,6.0,67,True,570
Chipinge,1,Ngaoni,-19.9696696,32.4168326,2013,23,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-19,4,Functional,Perennial,24.0,64,True,162
Buhera,28,Chapanduka,-19.6804345,32.1626,1980,15,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-25,6,Functional,Perennial,0.925452305,105,True,67
Makoni,29,Muhoma,-18.9110892,32.0540844,1993,27,Fully Functional,Submersible Pump,5,False,Yes,2023-01-10,3,Functional,Perennial,0.630310691,96,True,223
Nyanga,24,Bande,-18.3465344,32.5850116,1987,10,Partially Functional,Bush Pump Type B,1,False,Yes,2022-04-27,1,Non-Functional,Seasonal,0.439573645,102,False,628
Mutare,29,Chikara,-19.5206961,32.4422592,1990,35,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-19,3,Non-Functional,Perennial,11.0,103,True,180
Nyanga,24,Bande,-18.3483535,32.5935887,2021,10,Fully Functional,National Pump,1,False,No,2022-08-31,1,Non-Functional,Seasonal,0.451231832,113,False,661
Chipinge,22,Mukuyu B,-20.6756697,32.3400525,1990,10,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-29,3,Functional,Perennial,11.0,96,True,53
Chipinge,22,Chisurudza,-20.135124,32.3433352,1988,35,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-12,3,Functional,Seasonal,48.0,59,True,53
Chimanimani,3,Jinga,-19.6143785,32.5369612,1988,22,Fully Functional,Bush Pump Type B,2,True,Yes,2022-06-30,2,Functional,Perennial,7.0,53,True,510
Chipinge,22,Mukuyu C,-20.6714234,32.3476624,2013,16,Fully Functional,Bush Pump Type B,1,True,Yes,2023-02-22,6,Functional,Perennial,50.0,98,True,355
Chimanimani,3,Jinga,-19.627569,32.492631,1998,52,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-31,3,Functional,Perennial,29.0,27,True,150
Buhera,24,Zivanai,-19.6010975,31.9584304,2002,58,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-02,3,Functional,Perennial,0.131447193,85,False,681
Makoni,5,Muchinjiko,-18.0715156,32.1696751,1986,35,Fully Functional,Bush Pump Type B,1,False,Yes,2023-06-01,4,Functional,Perennial,50.0,59,True,165
Chimanimani,19,Tabara,-19.8344574,32.6041602,2020,12,Partially Functional,Bush Pump Type A,1,False,Yes,2023-05-03,3,Functional,Seasonal,0.390556136,76,True,182
Buhera,12,Mukwasi,-19.2159119,31.9440454,2015,11,Partially Functional,Bush Pump Type B,1,False,Yes,2023-01-03,3,Non-existent,Perennial,27.0,31,True,165
Chipinge,22,Mukuyu B,-20.6734582,32.3300618,1985,22,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-25,5,Functional,Perennial,46.0,104,True,88
Buhera,11,Chikuwe,-19.1689807,31.9055859,1982,46,Partially Functional,Bush Pump Type B,1,False,No,2023-01-24,3,Functional,Perennial,9.0,51,True,263
Chimanimani,3,Jinga,-19.6226303,32.5280671,1986,26,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-03,4,Functional,Seasonal,49.0,101,True,192
Buhera,18,Mutauto,-19.2830388,31.9531823,1989,20,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-16,3,Functional,Perennial,19.0,108,True,463
Buhera,11,Chitiga,-19.1645032,31.9221073,1989,25,Non-Functional,Bush Pump Type A,1,False,No,2022-04-27,2,Functional,Seasonal,0.599208822,87,True,418
Chipinge,3,Goko,-19.9943967,32.3481688,2002,20,Fully Functional,Bush Pump Type B,2,False,Yes,2023-02-07,5,Functional,Perennial,24.0,48,True,247
Mutasa,12,Maoko,-18.5388225,32.6132003,1986,13,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-25,4,Functional,Perennial,16.0,106,True,223
Mutare,29,Muchabaiwa,-19.5289458,32.4585227,1985,42,Non-Functional,Bush Pump Type B,1,True,Yes,2022-02-05,1,Non-functional,Seasonal,15.0,95,True,156
Chipinge,29,Jiazi,-21.0089453,32.1857824,1992,20,Partially Functional,Bush Pump Type B,1,False,Yes,2023-02-21,3,Functional,Seasonal,0.633801697,35,True,64
Chimanimani,10,Munaka,-19.7073,32.9265347,1989,12,Partially Functional,Bush Pump Type B,1,True,Yes,2023-03-28,6,Functional,Perennial,27.0,53,True,543
Buhera,12,Mukwasi,-19.2092577,31.9509746,1985,24,Partially Functional,Bush Pump Type B,1,False,Yes,2023-01-09,3,Non-Functional,Perennial,0.682438992,35,True,453
Chimanimani,3,Jinga,-19.6024398,32.5287384,1986,17,Partially Functional,Bush Pump Type B,1,True,Yes,2023-01-08,4,Functional,Perennial,11.0,54,True,560
Chipinge,22,Mukuyu C,-20.6142118,32.3436337,1986,35,Fully Functional,Bush Pump Type B,1,True,Yes,2023-04-08,3,Functional,Perennial,0.248706901,82,True,370
Chimanimani,19,Ruchiyo,-19.8384703,32.589125,1995,5,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-17,5,Functional,Perennial,25.0,63,True,552
Buhera,18,Chipuriro,-19.2790857,31.9660526,2015,60,Fully Functional,Bush Pump Type B,1,False,Yes,2022-02-01,2,Non-existent,Perennial,32.0,26,True,52
Chipinge,1,Maunganidze,-19.14719,32.3557456,2012,15,Fully Functional,Bush Pump Type B,1,True,Yes,2023-05-31,6,Functional,Perennial,19.0,71,True,308
Mutasa,12,Maoko,-18.5439342,32.6118899,2015,14,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-21,3,Functional,Perennial,47.0,97,True,508
Buhera,24,Zvoushe,-19.614771,31.1678329,2010,11,Fully Functional,Bush Pump Type B,1,False,Yes,2022-08-06,1,Non-Functional,Perennial,0.965977814,41,False,821
Buhera,11,Chitiga,-19.1690677,31.9179039,2013,54,Non-Functional,Bush Pump Type B,1,True,No,2022-08-09,2,Functional,Perennial,0.888541552,32,True,320
Mutare,15,Chiwandamudanda,-19.1744378,32.6521594,1980,60,Fully Functional,Bush Pump Type B,1,False,Yes,2022-11-30,2,Functional,Perennial,14.0,69,True,55
Buhera,8,Chiturike,-19.1218173,31.6747026,1993,18,Partially Functional,Bush Pump Type B,1,False,Yes,2023-05-10,5,Functional,Perennial,10.0,104,True,449
Chipinge,22,MukuyuC,-20.6665662,32.3444381,1987,30,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-28,6,Functional,Perennial,29.0,80,True,19
Chipinge,28,Mutumbami,-20.852217,32.377569,1990,18,Partially Functional,Bush Pump Type B,1,False,Yes,2022-03-06,2,Functional,Perennial,30.0,108,True,219
Makoni,27,Masedza,-18.8218109,32.0587818,2021,35,Fully Functional,Bush Pump Type A,1,False,Yes,2023-02-01,3,Functional,Seasonal,0.042672559,50,False,818
Buhera,18,Chiro,-19.2830693,31.9229764,1990,52,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-26,6,Functional,Perennial,30.0,76,True,19
Chipinge,22,Mukuyu B,-20.1253603,32.343231,1988,30,Fully Functional,Bush Pump Type B,1,True,Yes,2022-10-22,2,Functional,Perennial,6.0,29,True,582
Mutare,10,Nyachityu,-19.2316094,32.3169452,1988,50,Non-Functional,Bush Pump Type B,1,True,Yes,2022-01-17,2,Non-existent,Perennial,36.0,41,True,316
Chipinge,1,Maunganidze,-19.956314,32.361445,2000,30,Fully Functional,Bush Pump Type B,1,True,Yes,2023-02-23,5,Functional,Perennial,31.0,106,True,184
Makoni,29,Changa,-18.9025009,32.058307,1987,20,Fully Functional,Bush Pump Type B,1,True,Yes,2023-02-04,5,Functional,Perennial,0.610744989,67,True,74
Mutare,5,Madzime,-19.0523714,32.4971985,1985,20,Partially Functional,Bush Pump Type B,1,True,Yes,2022-12-02,2,Functional,Perennial,33.0,82,True,437
Makoni,21,Mupfupi,-18.5128197,32.3617962,2015,16,Fully Functional,Bush Pump Type B,1,True,Yes,2022-04-22,1,Functional,Perennial,8.0,80,True,570
Mutare,5,Bvirindi,-19.022787,32.5466099,2017,0,Non-Functional,Bush Pump Type B,1,True,Yes,2023-04-27,3,Functional,Perennial,33.0,77,True,114
Nyanga,16,Village 31,-18.1395712,32.516363,2015,8,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-13,5,Functional,Perennial,14.0,85,True,432
Buhera,18,Mavheneke,-19.3088798,31.9833605,1987,0,Non-Functional,Bush Pump Type B,1,True,No,2022-08-30,1,Non-existent,Seasonal,0.541332934,111,False,871
Chipinge,22,Batanai,-20.6041019,32.3611726,2014,30,Non-Functional,Bush Pump Type B,1,True,Yes,2023-05-01,3,Non-existent,Seasonal,31.0,98,True,557
Chimanimani,9,Bvumbura A,-19.7642165,32.6334406,1988,11,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-21,6,Functional,Perennial,47.0,73,True,461
Mutasa,17,Samushonga,-18.6604663,32.6096419,2011,20,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-27,4,Functional,Perennial,0.903512926,109,True,59
Chipinge,22,Zinyuni,-20.6114481,32.3383886,2008,48,Fully Functional,Bush Pump Type B,1,True,Yes,2022-09-28,2,Functional,Perennial,9.0,28,True,393
Chimanimani,20,Tonhorai,-19.13834,32.3751776,2013,14,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-11,3,Functional,Perennial,4.0,78,True,290
Mutasa,12,Chidamoyo,-18.5212981,32.5664639,2005,11,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-21,6,Functional,Perennial,0.353220786,106,True,374
Chipinge,22,Zinyuni,-20.6171391,32.3347549,2015,46,Fully Functional,Bush Pump Type B,1,True,Yes,2022-08-30,2,Functional,Perennial,12.0,60,True,571
Buhera,25,Zvenyika,-19.5947995,32.002558,2014,12,Non-Functional,Bush Pump Type B,1,True,Yes,2022-08-17,1,Functional,Perennial,23.0,44,True,10
Chimanimani,3,Musweweshiri,-19.5615608,32.506956,2011,56,Fully Functional,Bush Pump Type B,1,True,Yes,2023-05-22,5,Functional,Perennial,33.0,77,True,457
Chipinge,22,Zinyuni,-20.633269,32.3522819,2000,46,Non-Functional,Bush Pump Type B,1,True,Yes,2023-04-11,3,Functional,Perennial,48.0,81,True,512
Chipinge,22,Zinyuni,-20.6281278,32.3377515,2000,20,Fully Functional,Bush Pump Type B,1,True,Yes,2023-04-28,6,Functional,Perennial,41.0,96,False,772
Mutare,10,Nyachityu,-19.2518833,32.3376673,1993,9,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-19,2,Functional,Perennial,6.0,39,True,488
Buhera,24,Munozogara,-19.6256026,31.940997,2013,30,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-30,2,Non-existent,Perennial,0.162608618,69,True,55
Mutare,4,Manjengwa,-19.1421,32.3576717,2015,36,Fully Functional,Bush Pump Type B,1,True,Yes,2023-03-16,3,Functional,Perennial,30.0,106,True,600
Chipinge,3,Charuma,-20.02316,32.355841,2000,20,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-16,4,Functional,Perennial,30.0,83,True,151
Chipinge,22,Rugare,-20.51848,32.3656523,1987,10,Fully Functional,Bush Pump Type B,1,False,Yes,2022-06-17,2,Functional,Perennial,25.0,54,True,299
Chimanimani,20,Tonhorai,-19.9276453,32.3703901,1985,40,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-25,5,Functional,Perennial,21.0,55,False,703
Chipinge,1,Nedanhe,-19.9515773,32.4523569,2015,43,Fully Functional,Bush Pump Type B,1,True,No,2022-03-30,2,Functional,Perennial,0.296021692,98,True,532
Buhera,27,Kandoro,-19.7472907,32.0867851,2017,34,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-05,4,Functional,Perennial,18.0,103,True,554
Chipinge,1,Nedanhe,-19.985833,32.4392621,2015,27,Fully Functional,Bush Pump Type B,1,True,Yes,2023-02-04,3,Functional,Perennial,0.487791147,46,True,214
Chipinge,28,Mashube,-20.4303141,32.3350463,1987,20,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-12,6,Functional,Perennial,15.0,38,True,95
Chipinge,28,Chinyamukwakwa 2,-20.9234364,32.361019,2014,0,Non-Functional,National Pump,1,False,No,2022-05-22,2,Non-existent,Seasonal,0.388242999,98,False,612
Chipinge,1,Nedanhe,-19.966912,32.4341662,1988,14,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-27,4,Functional,Perennial,33.0,43,True,183
Mutare,20,Munyarari,-19.2790273,32.5517841,2011,4,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-02,2,Functional,Perennial,11.0,100,True,300
Mutare,24,Chigwizura,-19.4535938,32.2647221,2008,6,Non-Functional,Bush Pump Type B,1,False,Yes,2023-03-28,3,Functional,Perennial,5.0,50,True,509
Mutare,29,Musandishowa,-19.6006034,32.4591185,2013,58,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-16,3,Functional,Perennial,37.0,111,True,399
Nyanga,10,Nyagweta,-17.7241155,32.9733498,2005,12,Fully Functional,Bush Pump Type B,1,True,Yes,2023-03-07,3,Functional,Perennial,29.0,52,True,172
Buhera,12,Chinhuwo,-19.21014,31.16818,2015,9,Fully Functional,Submersible Pump,1,False,Yes,2022-02-15,2,Functional,Perennial,35.0,110,True,475
Mutare,29,Kusena,-19.578159,32.4332032,2014,12,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-26,6,Functional,Perennial,36.0,112,True,26
Buhera,29,Kuerera,-19.7147669,32.2286128,2011,42,Non-Functional,Bush Pump Type A,1,False,No,2022-12-02,1,Functional,Perennial,13.0,107,True,103
Chimanimani,3,Zvekuitirwa,-19.595897,32.5025874,1985,31,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-26,5,Functional,Perennial,39.0,57,True,575
Mutare,28,Madondo,-19.4521637,32.4234923,1992,16,Partially Functional,Bush Pump Type B,1,False,Yes,2023-04-12,6,Functional,Perennial,42.0,36,True,304
Mutare,29,Musandishowa,-19.6169009,32.4633694,1989,19,Non-Functional,Bush Pump Type B,1,False,Yes,2022-04-17,1,Functional,Seasonal,35.0,38,True,329
Mutare,28,Madondo,-19.4705358,32.4463218,1985,15,Partially Functional,Bush Pump Type B,1,True,Yes,2023-02-23,4,Functional,Perennial,48.0,57,True,207
Chipinge,22,Zinyuni,-20.636418,32.3557017,1986,35,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-19,4,Functional,Perennial,28.0,96,True,53
Makoni,16,Munyengwa,-18.6274288,32.0987786,1985,0,Non-Functional,National Pump,1,False,Yes,2022-04-05,1,Non-functional,Perennial,37.0,47,False,713
Chimanimani,3,Zvek�itirwa,-19.5802347,32.5179822,2002,45,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-02,3,Functional,Perennial,28.0,82,True,375
Mutasa,15,Rashama,-18.5635102,32.5423569,1998,8,Fully Functional,Bush Pump Type B,1,True,Yes,2022-03-03,1,Non-Functional,Perennial,42.0,45,True,390
Nyanga,24,Gambe Village,-18.3760952,32.5311072,2002,12,Fully Functional,Bush Pump Type B,1,True,Yes,2023-04-29,3,Non-existent,Perennial,43.0,32,False,932
Chipinge,29,Makiwa,-21.0094538,32.2102224,1984,60,Non-Functional,Bush Pump Type A,1,False,No,2022-01-11,1,Non-existent,Seasonal,0.23561083,31,True,535
Mutasa,12,Samusodza,-18.5016843,32.5841512,2013,8,Non-Functional,Bush Pump Type B,1,False,Yes,2023-02-12,3,Functional,Perennial,10.0,50,True,559
Buhera,24,Rudhuwo,-19.6687948,31.9477003,2015,40,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-07,4,Functional,Perennial,0.012593591,109,True,361
Chimanimani,9,Bvumbura B,-19.7258941,32.6210543,1971,10,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-15,3,Functional,Perennial,27.0,30,True,346
Chipinge,3,mugadza,-20.1333426,32.3153428,2013,15,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-13,3,Non-Functional,Perennial,48.0,103,True,498
Makoni,6,Magura Batanai,-18.0430524,32.048143,2013,0,Non-Functional,Bush Pump Type A,1,False,Yes,2023-03-06,3,Non-existent,Seasonal,0.969547617,53,True,47
Mutasa,12,Samusodza,-18.480783,32.5784198,2013,35,Non-Functional,Bush Pump Type B,1,False,Yes,2022-09-11,2,Non-functional,Perennial,5.0,98,True,585
Makoni,6,Namie B,-18.1132402,32.0080658,1998,0,Non-Functional,National Pump,1,False,No,2022-09-06,1,Non-existent,Seasonal,0.328084247,101,False,836
